TeamID,Season,Score,OpponentScore,TOmargin,PointMargin,FG,FGopponent,FG3,FG3opponent,FT,wins,wins_top25,wins_top5
1101,2014,63.142857142857146,78.61904761904762,2.857142857142857,-15.476190476190476,0.4101840781601445,0.5107761646802316,0.3802753537410191,0.36997540218464975,0.7580308307888399,2,0,0
1101,2015,61.0,71.85714285714286,-0.6428571428571429,-10.857142857142858,0.407500577052429,0.49386432959821874,0.38150667281719236,0.3726840051788852,0.7363277405950727,7,0,0
1101,2016,69.85185185185185,76.25925925925925,-0.037037037037037035,-6.407407407407407,0.44260616182779344,0.49330778135438963,0.36451711389698405,0.36644077902247835,0.7014018782672923,9,0,0
1101,2017,67.88,72.64,-0.32,-4.76,0.4578666826891927,0.4637275854541509,0.3710258548137272,0.3541958072688288,0.6404378048373863,9,0,0
1101,2018,70.66666666666667,72.81481481481481,-1.0740740740740742,-2.1481481481481484,0.45236643072449245,0.45831888689186334,0.3272398875573965,0.31608173680430035,0.7056052653324116,12,0,0
1101,2019,71.72413793103448,64.89655172413794,-4.068965517241379,6.827586206896552,0.458860759455628,0.44121237786904,0.38872701097658274,0.3282384640850532,0.7264882824412799,23,0,0
1101,2020,72.77777777777777,68.77777777777777,-3.962962962962963,4.0,0.44016327637889313,0.4564991680901589,0.307552049895849,0.30837486857401303,0.7387049292701817,16,0,0
1102,2003,57.25,57.0,-1.5357142857142858,0.25,0.4861490139383912,0.458038136372116,0.36763722239796925,0.37975427933411116,0.6424019143658388,12,0,0
1102,2004,60.17857142857143,50.42857142857143,-5.642857142857143,9.75,0.48467788645455545,0.4536937152043933,0.38859494140683454,0.28439445033319427,0.6882760137731628,22,0,0
1102,2005,61.241379310344826,55.13793103448276,-6.413793103448276,6.103448275862069,0.4521808694938242,0.4863423927638484,0.3720738242412053,0.3382553323809863,0.7357734395767311,17,0,0
1102,2006,63.5,54.57142857142857,-4.035714285714286,8.928571428571429,0.48517712332574675,0.43453215264447126,0.39968415773302607,0.3360964780649102,0.7453847768711216,22,0,0
1102,2007,68.5,56.9,-3.8666666666666667,11.6,0.48580425031908747,0.44066463216390256,0.40099185138828364,0.3184613655664268,0.7556797379050824,22,0,0
1102,2008,57.57142857142857,57.32142857142857,-0.8928571428571429,0.25,0.4413639171748816,0.40859759040279797,0.3667984845222096,0.3654248948330892,0.6874397027704467,14,0,0
1102,2009,57.41379310344828,62.310344827586206,1.9655172413793103,-4.896551724137931,0.43630808909844254,0.4253884957877734,0.3786937420897879,0.3465997272405431,0.6724112851342,8,0,0
1102,2010,55.62068965517241,62.96551724137931,1.1379310344827587,-7.344827586206897,0.438739121792891,0.4595220987809915,0.30977071912109805,0.3520327642881217,0.6238960468319816,8,0,0
1102,2011,64.25,64.78571428571429,-1.0357142857142858,-0.5357142857142857,0.47262483030127994,0.41402838777982653,0.373716444553103,0.3385846719310144,0.6961049512607447,14,0,0
1102,2012,60.666666666666664,63.25925925925926,-0.5925925925925926,-2.5925925925925926,0.44537131350193354,0.41715661642941554,0.33227656593456534,0.3201540124861359,0.6844635968043485,11,0,0
1102,2013,68.92857142857143,68.42857142857143,-0.5,0.5,0.4676619074400887,0.4520073075357224,0.3756775624924558,0.31998828028114795,0.7191873336296377,15,1,0
1102,2014,64.57142857142857,70.35714285714286,1.7857142857142858,-5.785714285714286,0.43082612599140335,0.44228081485546805,0.3410355558904498,0.3500131280786964,0.6923924373908028,10,0,0
1102,2015,64.72413793103448,65.86206896551724,-0.6551724137931034,-1.1379310344827587,0.46711710883770896,0.45033722811010496,0.35104879782513104,0.3614418639465984,0.6525511171982827,12,0,0
1102,2016,67.43333333333334,73.6,-0.36666666666666664,-6.166666666666667,0.42454162799037864,0.4382848568018807,0.3362594635040456,0.34807192960110267,0.6687673636213464,12,0,0
1102,2017,71.54838709677419,75.61290322580645,0.2903225806451613,-4.064516129032258,0.4307642334517229,0.4640946513493145,0.36749299323806295,0.36690911158393047,0.7141321290853394,10,0,0
1102,2018,66.6896551724138,72.72413793103448,-1.206896551724138,-6.0344827586206895,0.4046048733925433,0.46640586108917004,0.319638079257784,0.3941170496315839,0.7129413193671236,10,0,0
1102,2019,67.38709677419355,71.90322580645162,1.032258064516129,-4.516129032258065,0.45059942914721124,0.45267058890160194,0.3220672751777623,0.3537225128212319,0.6983279775474924,13,0,0
1102,2020,72.2258064516129,75.61290322580645,1.1290322580645162,-3.3870967741935485,0.4516821993107086,0.4736200270011638,0.358631827052984,0.379137080753048,0.7162571276784039,11,0,0
1103,2003,78.77777777777777,78.14814814814815,-2.7037037037037037,0.6296296296296297,0.4872937956048829,0.49004402733476166,0.331990026376079,0.36996648988382813,0.7352707181127127,13,0,0
1103,2004,71.75,72.14285714285714,1.0714285714285714,-0.39285714285714285,0.47088011997245677,0.4428143058776296,0.3617007188451823,0.3431816882832988,0.6407640064502572,13,0,0
1103,2005,71.60714285714286,66.25,-2.0,5.357142857142857,0.44572755899189065,0.40997422731700517,0.3756954578130637,0.3366706288298552,0.6682361676966628,18,0,0
1103,2006,71.46666666666667,66.13333333333334,-1.5333333333333334,5.333333333333333,0.4494615105128648,0.43731543893402125,0.3565296976786859,0.34650828071976053,0.7310154764532356,21,0,0
1103,2007,74.625,61.84375,-2.5625,12.78125,0.482915372656962,0.40458428256717066,0.3895001708288322,0.33248777750700115,0.6871091757241052,25,0,0
1103,2008,71.24242424242425,63.78787878787879,-3.3636363636363638,7.454545454545454,0.4446926882648543,0.4514744851123419,0.38634266393063654,0.3314475455939498,0.6913501238153039,23,0,0
1103,2009,66.41176470588235,60.5,-3.8823529411764706,5.911764705882353,0.41947060770647115,0.4042019446430135,0.3363402611849499,0.2916234795466028,0.7193914339241277,22,0,0
1103,2010,71.03030303030303,66.45454545454545,-0.6666666666666666,4.575757575757576,0.4375917464955651,0.4280658311634111,0.3388843059139135,0.3174872015785115,0.661783771974298,23,0,0
1103,2011,69.97058823529412,66.32352941176471,-1.911764705882353,3.6470588235294117,0.43257178189965295,0.4188924593759805,0.36246122894480787,0.3047182684700402,0.7067156658288789,22,0,0
1103,2012,71.46875,65.625,0.0625,5.84375,0.4625020737248873,0.42020775684722583,0.37354379651390307,0.28117973929551116,0.68650589660832,21,0,0
1103,2013,71.93548387096774,62.25806451612903,-0.06451612903225806,9.67741935483871,0.45733163257712384,0.39443078664183434,0.33081463639642356,0.3232145033065976,0.6387353262393811,25,0,0
1103,2014,67.9090909090909,66.03030303030303,0.18181818181818182,1.878787878787879,0.4329453938616939,0.42977704696291896,0.3503853876167949,0.3235218317036499,0.6099990448971971,21,0,0
1103,2015,67.3529411764706,63.23529411764706,-0.029411764705882353,4.117647058823529,0.41291979314358135,0.40792270563104305,0.3457843414278636,0.3327997501591346,0.6493446177349467,20,0,0
1103,2016,76.33333333333333,69.06060606060606,-0.7272727272727273,7.2727272727272725,0.4352764913269204,0.4236304279186666,0.3878862584769129,0.2955739252573526,0.6960986392881066,25,0,0
1103,2017,76.66666666666667,71.18181818181819,0.3333333333333333,5.484848484848484,0.4697404415364007,0.446173461543437,0.3722678819682412,0.35969666481059787,0.6757332458744517,25,0,0
1103,2018,71.29032258064517,76.19354838709677,0.8387096774193549,-4.903225806451613,0.4326328468478959,0.46763488126680763,0.3576683710043316,0.35877153931679456,0.6912855363895178,13,0,0
1103,2019,68.35483870967742,64.58064516129032,-1.1935483870967742,3.774193548387097,0.40811500797395667,0.4000518468346486,0.3146082188697981,0.291101747271504,0.7174550991250696,15,0,0
1103,2020,74.72413793103448,67.17241379310344,-0.3448275862068966,7.551724137931035,0.43828478113479064,0.4107872891788599,0.3694872803207051,0.3176886646688124,0.7682142812212459,22,0,0
1104,2003,69.28571428571429,65.0,-0.5714285714285714,4.285714285714286,0.4196763985604499,0.4223973584384293,0.3254418718154824,0.3309690824303564,0.7051677243132545,17,4,0
1104,2004,72.20689655172414,67.44827586206897,-0.1724137931034483,4.758620689655173,0.4520817114871709,0.41638460706640673,0.3848005297111271,0.34536516898387437,0.7027646225443134,17,2,0
